No.,CASRN,DTXSID,PREFERRED_NAME,Original_SMILES,Original_InChi,Original_InChiKey,Canonical_QSARr,InChIKey_QSARr,Salt_Solvent,fup,log10_fup,tr_tst,outliers
2020,77337-76-9,DTXSID3044259,Acamprosate,CC(=O)NCCCS(O)(=O)=O,"InChI=1S/C5H11NO4S/c1-5(7)6-3-2-4-11(8,9)10/h2-4H2,1H3,(H,6,7)(H,8,9,10)",AFCGFAGUEYAMAO-UHFFFAOYSA-N,CC(=O)NCCCS(O)(=O)=O,AFCGFAGUEYAMAO-UHFFFAOYSA-N,,0.970000015,-0.0132282590178612,1,1
2021,53910-25-1,DTXSID2023436,Pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)[n]1c[n]c2[C@H](O)CNC=Nc12,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1",FPVKHBSQESCIEP-JQCXWYLXSA-N,OCC1OC(CC1O)N1C=NC2C(O)CNC=NC1=2,FPVKHBSQESCIEP-UHFFFAOYSA-N,,0.970000015,-0.0132282590178612,1,1
2022,7481-89-2,DTXSID0023747,"2',3'-Dideoxycytidine",NC1C=CN([C@H]2CC[C@@H](CO)O2)C(=O)N=1,"InChI=1S/C9H13N3O3/c10-7-3-4-12(9(14)11-7)8-2-1-6(5-13)15-8/h3-4,6,8,13H,1-2,5H2,(H2,10,11,14)/t6-,8+/m0/s1",WREGKURFCTUGRC-POYBYMJQSA-N,NC1C=CN(C2CCC(CO)O2)C(=O)N=1,WREGKURFCTUGRC-UHFFFAOYSA-N,,0.970000015,-0.0132282590178612,1,1
2023,67-56-1,DTXSID2021731,Methanol,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,,0.971195,-0.0126935621399041,1,1
2024,32986-56-4,DTXSID8023680,Tobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,"InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6+,7+,8-,9+,10+,11-,12+,13+,14-,15+,16-,17+,18+/m0/s1",NLVFBUXFDBBNBW-PBSUHMDJSA-N,NCC1OC(OC2C(O)C(OC3OC(CO)C(O)C(N)C3O)C(N)CC2N)C(N)CC1O,NLVFBUXFDBBNBW-UHFFFAOYSA-N,,0.9749999985,-0.0109953849696086,1,1
2025,117-96-4,DTXSID0044521,Diatrizoic acid,CC(=O)Nc1c(I)c(C(O)=O)c(I)c(NC(C)=O)c1I,"InChI=1S/C11H9I3N2O4/c1-3(17)15-9-6(12)5(11(19)20)7(13)10(8(9)14)16-4(2)18/h1-2H3,(H,15,17)(H,16,18)(H,19,20)",YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,YVPYQUNUQOZFHG-UHFFFAOYSA-N,,0.975,-0.0109953843014632,1,1
2026,5694-00-8,DTXSID2031374,Glycidamide,NC(=O)C1CO1,"InChI=1S/C3H5NO2/c4-3(5)2-1-6-2/h2H,1H2,(H2,4,5)",FMAZQSYXRGRESX-UHFFFAOYSA-N,NC(=O)C1CO1,FMAZQSYXRGRESX-UHFFFAOYSA-N,,0.98,-0.0087739243075051,1,1
2027,68399-58-6,DTXSID20860643,Pipecuronium,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@@]43C)N3CC[N+](C)(C)CC3)[C@@H]1C[C@@H]([C@@H]2OC(C)=O)N1CC[N+](C)(C)CC1,"InChI=1S/C35H62N4O4/c1-24(40)42-32-21-26-9-10-27-28(35(26,4)23-31(32)37-15-19-39(7,8)20-16-37)11-12-34(3)29(27)22-30(33(34)43-25(2)41)36-13-17-38(5,6)18-14-36/h26-33H,9-23H2,1-8H3/q+2/t26-,27+,28-,29-,30-,31-,32-,33-,34-,35-/m0/s1",OWWLUIWOFHMHOQ-XGHATYIMSA-N,CC12CCC3C(CCC4CC(OC(C)=O)C(CC43C)N3CC[N+](C)(C)CC3)C1CC(C2OC(C)=O)N1CC[N+](C)(C)CC1,OWWLUIWOFHMHOQ-UHFFFAOYSA-N,,0.980000005,-0.008773922091717,1,0
2028,7683-36-5,DTXSID50227649,Obidoxime,O=[NH+]C=C1C=CN(COCN2C=CC(=C[NH+]=O)C=C2)C=C1,"InChI=1S/C14H14N4O3/c19-15-9-13-1-5-17(6-2-13)11-21-12-18-7-3-14(4-8-18)10-16-20/h1-10H,11-12H2/p+2",HIGRLDNHDGYWQJ-UHFFFAOYSA-P,O=NC=C1C=CN(COCN2C=CC(=CN=O)C=C2)C=C1,HIGRLDNHDGYWQJ-UHFFFAOYSA-N,,0.98000001,-0.0087739198759288,1,0
2029,113-79-1,DTXSID0048349,Argipressin,N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,"InChI=1S/C46H65N15O12S2/c47-27-22-74-75-23-33(45(73)61-17-5-9-34(61)44(72)56-28(8-4-16-53-46(51)52)39(67)54-21-37(50)65)60-43(71)32(20-36(49)64)59-40(68)29(14-15-35(48)63)55-41(69)31(18-24-6-2-1-3-7-24)58-42(70)30(57-38(27)66)19-25-10-12-26(62)13-11-25/h1-3,6-7,10-13,27-34,62H,4-5,8-9,14-23,47H2,(H2,48,63)(H2,49,64)(H2,50,65)(H,54,67)(H,55,69)(H,56,72)(H,57,66)(H,58,70)(H,59,68)(H,60,71)(H4,51,52,53)/t27-,28-,29-,30-,31-,32-,33-,34-/m0/s1",KBZOIRJILGZLEJ-LGYYRGKSSA-N,NC1CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC2C=CC=CC=2)NC(=O)C(CC2=CC=C(O)C=C2)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=N)C(=O)NCC(N)=O,KBZOIRJILGZLEJ-UHFFFAOYSA-N,,0.98000001,-0.0087739198759288,1,1
2030,113136-77-9,DTXSID5032600,Cyclanilide,OC(=O)C1(CC1)C(=O)Nc1ccc(Cl)cc1Cl,"InChI=1S/C11H9Cl2NO3/c12-6-1-2-8(7(13)5-6)14-9(15)11(3-4-11)10(16)17/h1-2,5H,3-4H2,(H,14,15)(H,16,17)",GLWWLNJJJCTFMZ-UHFFFAOYSA-N,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,GLWWLNJJJCTFMZ-UHFFFAOYSA-N,,0.9833358385,-0.0072981323225092,1,0
2031,175865-60-8,DTXSID8048288,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OC[n]1c[n]c2C(=O)N=C(N)Nc12,"InChI=1S/C14H22N6O5/c1-7(2)9(15)13(23)24-4-8(3-21)25-6-20-5-17-10-11(20)18-14(16)19-12(10)22/h5,7-9,21H,3-4,6,15H2,1-2H3,(H3,16,18,19,22)/t8?,9-/m0/s1",WPVFJKSGQUFQAP-GKAPJAKFSA-N,CC(C)C(N)C(=O)OCC(CO)OCN1C=NC2C(=O)N=C(N)NC1=2,WPVFJKSGQUFQAP-UHFFFAOYSA-N,,0.985,-0.0065637695023882,1,1
2032,66108-95-0,DTXSID6023157,Iohexol,CC(=O)N(CC(O)CO)c1c(I)c(c(I)c(c1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,CC(=O)N(CC(O)CO)C1C(I)=C(C(I)=C(C=1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO,NTHXOOBQLCIOLC-UHFFFAOYSA-N,,0.9883333365,-0.005096555627881,1,1
2033,4342-03-4,DTXSID0020369,Dacarbazine,CN(C)N=Nc1[n]c[nH]c1C(N)=O,"InChI=1S/C6H10N6O/c1-12(2)11-10-6-4(5(7)13)8-3-9-6/h3H,1-2H3,(H2,7,13)(H,8,9)",FDKXTQMXEQVLRF-UHFFFAOYSA-N,CN(C)N=NC1N=CNC=1C(N)=O,FDKXTQMXEQVLRF-UHFFFAOYSA-N,,0.9883333365,-0.005096555627881,1,1
2034,73334-07-3,DTXSID0023163,Iopromide,COCC(=O)Nc1c(I)c(c(I)c(c1I)C(=O)N(C)CC(O)CO)C(=O)NCC(O)CO,"InChI=1S/C18H24I3N3O8/c1-24(4-9(28)6-26)18(31)12-13(19)11(17(30)22-3-8(27)5-25)14(20)16(15(12)21)23-10(29)7-32-2/h8-9,25-28H,3-7H2,1-2H3,(H,22,30)(H,23,29)",DGAIEPBNLOQYER-UHFFFAOYSA-N,COCC(=O)NC1=C(I)C(=C(I)C(=C1I)C(=O)N(C)CC(O)CO)C(=O)NCC(O)CO,DGAIEPBNLOQYER-UHFFFAOYSA-N,,0.9900000025,-0.0043648043057468,1,1
2035,36791-04-5,DTXSID8023557,Ribavirin,NC(=O)c1[n][n](c[n]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1",IWUCXVSUMQZMFG-AFCXAGJDSA-N,NC(=O)C1N=CN(N=1)C1OC(CO)C(O)C1O,IWUCXVSUMQZMFG-UHFFFAOYSA-N,,0.9900000035,-0.0043648038670655,1,1
2036,72599-27-0,DTXSID6045618,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,"InChI=1S/C10H21NO4/c1-2-3-4-11-5-8(13)10(15)9(14)7(11)6-12/h7-10,12-15H,2-6H2,1H3/t7-,8+,9-,10-/m1/s1",UQRORFVVSGFNRO-UTINFBMNSA-N,CCCCN1CC(O)C(O)C(O)C1CO,UQRORFVVSGFNRO-UHFFFAOYSA-N,,0.990000005,-0.0043648032090436,1,1
2037,77182-82-2,DTXSID1024120,Glufosinate-ammonium,[NH4+].CP(O)(=O)CCC(N)C([O-])=O,"InChI=1S/C5H12NO4P.H3N/c1-11(9,10)3-2-4(6)5(7)8;/h4H,2-3,6H2,1H3,(H,7,8)(H,9,10);1H3",ZBMRKNMTMPPMMK-UHFFFAOYSA-N,CP(O)(=O)CCC(N)C(O)=O,IAJOBQBIJHVGMQ-UHFFFAOYSA-N,[NH4+],0.990000005,-0.0043648032090436,1,1
2038,92-13-7,DTXSID1021162,Pilocarpine,CC[C@H]1[C@H](COC1=O)Cc1c[n]c[n]1C,"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1",QCHFTSOMWOSFHM-WPRPVWTQSA-N,CCC1C(COC1=O)CC1=CN=CN1C,QCHFTSOMWOSFHM-UHFFFAOYSA-N,,0.990000005,-0.0043648032090436,1,1
2039,122836-35-5,DTXSID6032645,Sulfentrazone,CC1=NN(C(=O)N1C(F)F)c1cc(NS(C)(=O)=O)c(Cl)cc1Cl,"InChI=1S/C11H10Cl2F2N4O3S/c1-5-16-19(11(20)18(5)10(14)15)9-4-8(17-23(2,21)22)6(12)3-7(9)13/h3-4,10,17H,1-2H3",OORLZFUTLGXMEF-UHFFFAOYSA-N,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,OORLZFUTLGXMEF-UHFFFAOYSA-N,,0.9925506615,-0.0032473168586759,1,0
2040,3056-17-5,DTXSID1023819,Stavudine,CC1=CN([C@H]2C=C[C@@H](CO)O2)C(=O)NC1=O,"InChI=1S/C10H12N2O4/c1-6-4-12(10(15)11-9(6)14)8-3-2-7(5-13)16-8/h2-4,7-8,13H,5H2,1H3,(H,11,14,15)/t7-,8+/m0/s1",XNKLLVCARDGLGL-JGVFFNPUSA-N,CC1=CN(C2C=CC(CO)O2)C(=O)NC1=O,XNKLLVCARDGLGL-UHFFFAOYSA-N,,0.993333335,-0.0029049899147251,1,1
2041,2465-59-0,DTXSID4035209,Oxypurinol,O=C1Nc2[n][nH]cc2C(=O)N1,"InChI=1S/C5H4N4O2/c10-4-2-1-6-9-3(2)7-5(11)8-4/h1H,(H3,6,7,8,9,10,11)",HXNFUBHNUDHIGC-UHFFFAOYSA-N,O=C1NC2=NNC=C2C(=O)N1,HXNFUBHNUDHIGC-UHFFFAOYSA-N,,0.995,-0.0021769192542745,1,1
2042,95058-81-4,DTXSID3040487,Gemcitabine,NC1C=CN([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)C(=O)N=1,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1",SDUQYLNIPVEERB-QPPQHZFASA-N,NC1C=CN(C2OC(CO)C(O)C2(F)F)C(=O)N=1,SDUQYLNIPVEERB-UHFFFAOYSA-N,,0.9950000015,-0.0021769185995592,1,1
2043,395-28-8,DTXSID9023178,Isoxsuprine,CC(NC(C)COc1ccccc1)C(O)c1ccc(O)cc1,"InChI=1S/C18H23NO3/c1-13(12-22-17-6-4-3-5-7-17)19-14(2)18(21)15-8-10-16(20)11-9-15/h3-11,13-14,18-21H,12H2,1-2H3",BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COC1C=CC=CC=1)NC(C)C(O)C1=CC=C(O)C=C1,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,0
2044,50-56-6,DTXSID8048361,Oxytocin,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,"InChI=1S/C43H66N12O12S2/c1-5-22(4)35-42(66)49-26(12-13-32(45)57)38(62)51-29(17-33(46)58)39(63)53-30(20-69-68-19-25(44)36(60)50-28(40(64)54-35)16-23-8-10-24(56)11-9-23)43(67)55-14-6-7-31(55)41(65)52-27(15-21(2)3)37(61)48-18-34(47)59/h8-11,21-22,25-31,35,56H,5-7,12-20,44H2,1-4H3,(H2,45,57)(H2,46,58)(H2,47,59)(H,48,61)(H,49,66)(H,50,60)(H,51,62)(H,52,65)(H,53,63)(H,54,64)/t22-,25-,26-,27-,28-,29-,30-,31-,35-/m0/s1",XNOPRXBHLZRZKH-DSZYJQQASA-N,CC(C)CC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(CC2=CC=C(O)C=C2)C(=O)NC(C(C)CC)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,XNOPRXBHLZRZKH-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2045,115-67-3,DTXSID8023420,Paramethadione,CCC1(C)OC(=O)N(C)C1=O,"InChI=1S/C7H11NO3/c1-4-7(2)5(9)8(3)6(10)11-7/h4H2,1-3H3",VQASKUSHBVDKGU-UHFFFAOYSA-N,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2046,77-67-8,DTXSID7023019,Ethosuximide,CCC1(C)CC(=O)NC1=O,"InChI=1S/C7H11NO2/c1-3-7(2)4-5(9)8-6(7)10/h3-4H2,1-2H3,(H,8,9,10)",HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2047,561-27-3,DTXSID6046761,"3,6-Diacetylmorphine",CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"InChI=1S/C21H23NO5/c1-11(23)25-16-6-4-13-10-15-14-5-7-17(26-12(2)24)20-21(14,8-9-22(15)3)18(13)19(16)27-20/h4-7,14-15,17,20H,8-10H2,1-3H3/t14-,15+,17-,20-,21-/m0/s1",GVGLGOZIDCSQPN-PVHGPHFFSA-N,CN1CCC23C4OC5C2=C(CC1C3C=CC4OC(C)=O)C=CC=5OC(C)=O,GVGLGOZIDCSQPN-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2048,77-41-8,DTXSID5023293,Methsuximide,CN1C(=O)CC(C)(c2ccccc2)C1=O,"InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3",AJXPJJZHWIXJCJ-UHFFFAOYSA-N,CN1C(=O)CC(C)(C2C=CC=CC=2)C1=O,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,0
2049,65-23-6,DTXSID4023541,Pyridoxine,Cc1[n]cc(CO)c(CO)c1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,CC1N=CC(CO)=C(CO)C=1O,LXNHXLLTXMVWPM-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2050,541-15-1,DTXSID4023208,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",PHIQHXFUZVPYII-ZCFIWIBFSA-N,C[N+](C)(C)CC(O)CC([O-])=O,PHIQHXFUZVPYII-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2051,7554-65-6,DTXSID3040649,4-Methylpyrazole,Cc1c[nH][n]c1,"InChI=1S/C4H6N2/c1-4-2-5-6-3-4/h2-3H,1H3,(H,5,6)",RIKMMFOAQPJVMX-UHFFFAOYSA-N,CC1=CNN=C1,RIKMMFOAQPJVMX-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2052,54-42-2,DTXSID2045238,Idoxuridine,O[C@H]1C[C@@H](O[C@@H]1CO)N1C=C(I)C(=O)NC1=O,"InChI=1S/C9H11IN2O5/c10-4-2-12(9(16)11-8(4)15)7-1-5(14)6(3-13)17-7/h2,5-7,13-14H,1,3H2,(H,11,15,16)/t5-,6+,7+/m0/s1",XQFRJNBWHJMXHO-RRKCRQDMSA-N,OC1CC(OC1CO)N1C=C(I)C(=O)NC1=O,XQFRJNBWHJMXHO-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2053,90-89-1,DTXSID1022928,Diethylcarbamazine,CN1CCN(CC1)C(=O)N(CC)CC,"InChI=1S/C10H21N3O/c1-4-12(5-2)10(14)13-8-6-11(3)7-9-13/h4-9H2,1-3H3",RCKMWOKWVGPNJF-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)N(CC)CC,RCKMWOKWVGPNJF-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2054,630-60-4,DTXSID0043765,Ouabain,C[C@]12C[C@@H](O)[C@H]3[C@@H](CC[C@]4(O)C[C@H](C[C@@H](O)[C@@]43CO)O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@]1(O)CC[C@@H]2C1COC(=O)C=1,"InChI=1S/C29H44O12/c1-13-22(34)23(35)24(36)25(40-13)41-15-8-19(32)28(12-30)21-17(3-5-27(28,37)9-15)29(38)6-4-16(14-7-20(33)39-11-14)26(29,2)10-18(21)31/h7,13,15-19,21-25,30-32,34-38H,3-6,8-12H2,1-2H3/t13-,15-,16+,17+,18+,19+,21+,22-,23+,24+,25-,26+,27-,28+,29-/m0/s1",LPMXVESGRSUGHW-HBYQJFLCSA-N,CC12CC(O)C3C(CCC4(O)CC(CC(O)C43CO)OC3OC(C)C(O)C(O)C3O)C1(O)CCC2C1COC(=O)C=1,LPMXVESGRSUGHW-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,0
2055,51012-32-9,DTXSID0023664,Tiapride,COc1ccc(cc1C(=O)NCCN(CC)CC)S(C)(=O)=O,"InChI=1S/C15H24N2O4S/c1-5-17(6-2)10-9-16-15(18)13-11-12(22(4,19)20)7-8-14(13)21-3/h7-8,11H,5-6,9-10H2,1-4H3,(H,16,18)",JTVPZMFULRWINT-UHFFFAOYSA-N,COC1=CC=C(C=C1C(=O)NCCN(CC)CC)S(C)(=O)=O,JTVPZMFULRWINT-UHFFFAOYSA-N,,0.9975,-0.0010870956412141,1,1
2056,2353-33-5,DTXSID7030432,Decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1",XAUDJQYHKZQPEU-KVQBGUIXSA-N,NC1=NC(=O)N(C=N1)C1CC(O)C(CO)O1,XAUDJQYHKZQPEU-UHFFFAOYSA-N,,0.99875,-0.0005432076779521,1,1
2057,60166-93-0,DTXSID1023158,Iopamidol,C[C@H](O)C(=O)Nc1c(I)c(c(I)c(c1I)C(=O)NC(CO)CO)C(=O)NC(CO)CO,"InChI=1S/C17H22I3N3O8/c1-6(28)15(29)23-14-12(19)9(16(30)21-7(2-24)3-25)11(18)10(13(14)20)17(31)22-8(4-26)5-27/h6-8,24-28H,2-5H2,1H3,(H,21,30)(H,22,31)(H,23,29)/t6-/m0/s1",XQZXYNRDCRIARQ-LURJTMIESA-N,CC(O)C(=O)NC1C(I)=C(C(I)=C(C=1I)C(=O)NC(CO)CO)C(=O)NC(CO)CO,XQZXYNRDCRIARQ-UHFFFAOYSA-N,,0.99875,-0.0005432076779521,1,1
2058,106-65-0,DTXSID5025152,Dimethyl succinate,COC(=O)CCC(=O)OC,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",MUXOBHXGJLMRAB-UHFFFAOYSA-N,COC(=O)CCC(=O)OC,MUXOBHXGJLMRAB-UHFFFAOYSA-N,,0.999942975,-2.47663489877891e-05,1,1
2059,110-26-9,DTXSID8025595,"N,N'-Methylenebisacrylamide",C=CC(=O)NCNC(=O)C=C,"InChI=1S/C7H10N2O2/c1-3-6(10)8-5-9-7(11)4-2/h3-4H,1-2,5H2,(H,8,10)(H,9,11)",ZIUHHBKFKCYYJD-UHFFFAOYSA-N,C=CC(=O)NCNC(=O)C=C,ZIUHHBKFKCYYJD-UHFFFAOYSA-N,,1.0,0.0,1,1
2060,1949-45-7,DTXSID6023311,Metrizoic acid,CC(=O)N(C)c1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,"InChI=1S/C12H11I3N2O4/c1-4(18)16-10-7(13)6(12(20)21)8(14)11(9(10)15)17(3)5(2)19/h1-3H3,(H,16,18)(H,20,21)",GGGDNPWHMNJRFN-UHFFFAOYSA-N,CC(=O)N(C)C1C(I)=C(C(O)=O)C(I)=C(NC(C)=O)C=1I,GGGDNPWHMNJRFN-UHFFFAOYSA-N,,1.0,0.0,1,1
2061,90729-41-2,DTXSID50869063,Oxodipine,COC(=O)C1C(C(C(=O)OCC)=C(C)NC=1C)c1cccc2OCOc21,"InChI=1S/C19H21NO6/c1-5-24-19(22)15-11(3)20-10(2)14(18(21)23-4)16(15)12-7-6-8-13-17(12)26-9-25-13/h6-8,16,20H,5,9H2,1-4H3",MSOAVHHAZCMHDI-UHFFFAOYSA-N,COC(=O)C1C(C(C(=O)OCC)C(C)=NC=1C)C1C=CC=C2OCOC2=1,ARNFSWKEPPNGGP-UHFFFAOYSA-N,,1.0,0.0,1,0
2062,112-50-5,DTXSID3024368,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,CCOCCOCCOCCO,"InChI=1S/C8H18O4/c1-2-10-5-6-12-8-7-11-4-3-9/h9H,2-8H2,1H3",WFSMVVDJSNMRAR-UHFFFAOYSA-N,CCOCCOCCOCCO,WFSMVVDJSNMRAR-UHFFFAOYSA-N,,1.0,0.0,1,1
2063,159565-60-3,DTXSID30166683,L 738372,O=C1Nc2ccc(Cl)cc2[C@](C#Cc2cccc[n]2)(N1)C1CC1,"InChI=1S/C18H14ClN3O/c19-13-6-7-16-15(11-13)18(12-4-5-12,22-17(23)21-16)9-8-14-3-1-2-10-20-14/h1-3,6-7,10-12H,4-5H2,(H2,21,22,23)/t18-/m1/s1",VQWNFBGVGJSEIS-GOSISDBHSA-N,O=C1NC2C=CC(Cl)=CC=2C(C#CC2=CC=CC=N2)(N1)C1CC1,VQWNFBGVGJSEIS-UHFFFAOYSA-N,,1.0,0.0,1,0
2064,527680-56-4,DTXSID1047285,PHA-00568487,O=C(N[C@H]1CN2CCC1CC2)c1ccc2OCCOc2c1,"InChI=1S/C16H20N2O3/c19-16(17-13-10-18-5-3-11(13)4-6-18)12-1-2-14-15(9-12)21-8-7-20-14/h1-2,9,11,13H,3-8,10H2,(H,17,19)/t13-/m0/s1",LUVXHMJTVXZFPD-ZDUSSCGKSA-N,O=C(NC1CN2CCC1CC2)C1C=CC2OCCOC=2C=1,LUVXHMJTVXZFPD-UHFFFAOYSA-N,,1.0,0.0,1,1
2065,1264754-13-3,?,,COC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=O)S2)OC3=C(C=C(C=C3)C#N)C(F)(F)F,"InChI=1S/C19H11F3N2O4S/c1-27-15-7-10(8-16-17(25)24-18(26)29-16)2-5-14(15)28-13-4-3-11(9-23)6-12(13)19(20,21)22/h2-8H,1H3,(H,24,25,26)/b16-8-",OBBIOCQFTMNSJI-PXNMLYILSA-N,COC1C=C(C=CC=1OC1C=CC(=CC=1C(F)(F)F)C#N)C=C1SC(=O)NC1=O,OBBIOCQFTMNSJI-UHFFFAOYSA-N,,0.0004999999996131,-3.301029996,0,1
2066,CHEMBL604126,?,,CC1=C(C=CC(=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl)CC3C(=O)NC(=O)S3,"InChI=1S/C17H12ClF3N2O3S/c1-8-4-11(3-2-9(8)5-13-14(24)23-16(25)27-13)26-15-12(18)6-10(7-22-15)17(19,20)21/h2-4,6-7,13H,5H2,1H3,(H,23,24,25)",ZAMASFSDWVSMSY-UHFFFAOYSA-N,CC1C=C(C=CC=1CC1SC(=O)NC1=O)OC1N=CC(=CC=1Cl)C(F)(F)F,ZAMASFSDWVSMSY-UHFFFAOYSA-N,,0.0005999999994699,-3.22184875,0,1
